nces_id,district_name,city,state,region,district_in_saipe,large_district
3600947,NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES,ALBANY,NY ,2,Not in SIAPE,No
3601032,OCEAN HILL COLLEGIATE CHARTER SCHOOL,BROOKLYN,NY ,2,Not in SIAPE,No
3680560,ONEIDA-HERKIMER-MADISON BOCES,NEW HARTFORD,NY ,2,Not in SIAPE,No
3680580,ONONDAGA-CORTLAND-MADISON BOCES,SYRACUSE,NY ,2,Not in SIAPE,No
3680600,ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES,NEWARK,NY ,2,Not in SIAPE,No
3601174,ONTECH CHARTER HIGH SCHOOL,SYRACUSE,NY ,2,Not in SIAPE,No
3600109,OPPORTUNITY CHARTER SCHOOL,NEW YORK,NY ,2,Not in SIAPE,No
3680620,ORANGE-ULSTER BOCES,GOSHEN,NY ,2,Not in SIAPE,No
3680640,ORLEANS-NIAGARA BOCES,MEDINA,NY ,2,Not in SIAPE,No
3680660,OSWEGO BOCES,MEXICO,NY ,2,Not in SIAPE,No
3600057,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,ASTORIA,NY ,2,Not in SIAPE,No
3601183,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 2,HOWARD BEACH,NY ,2,Not in SIAPE,No
3600949,PAVE ACADEMY CHARTER SCHOOL,BROOKLYN,NY ,2,Not in SIAPE,No
3600118,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,FAR ROCKAWAY,NY ,2,Not in SIAPE,No
3601172,PERSISTENCE PREPARATORY ACADEMY CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3600111,PHAROS ACADEMY CHARTER SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3601226,PRIMARY HALL PREPARATORY CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3680680,PUTNAM-WESTCHESTER BOCES,YORKTOWN HEIGHTS,NY ,2,Not in SIAPE,No
3601173,REACH ACADEMY CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3601113,RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS,ROCHESTER,NY ,2,Not in SIAPE,No
3600059,RENAISSANCE CHARTER SCHOOL,JACKSON HEIGHTS,NY ,2,Not in SIAPE,No
3601225,RENAISSANCE CHARTER SCHOOL 2 (THE),MASPETH,NY ,2,Not in SIAPE,No
3680700,RENSSELAER-COLUMBIA-GREENE BOCES,CASTLETON,NY ,2,Not in SIAPE,No
3601231,RICHMOND PREPARATORY CHARTER SCHOOL,STATEN ISLAND,NY ,2,Not in SIAPE,No
3600060,RIVERHEAD CHARTER SCHOOL,CALVERTON,NY ,2,Not in SIAPE,No
3601035,RIVERTON STREET CHARTER SCHOOL,SAINT ALBANS,NY ,2,Not in SIAPE,No
3601034,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,JAMAICA,NY ,2,Not in SIAPE,No
3600950,ROCHESTER ACADEMY CHARTER SCHOOL,ROCHESTER,NY ,2,Not in SIAPE,No
3601153,ROCHESTER PREP CHARTER SCHOOL 3,ROCHESTER,NY ,2,Not in SIAPE,No
3680720,ROCKLAND BOCES,WEST NYACK,NY ,2,Not in SIAPE,No
3600030,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,ROOSEVELT,NY ,2,Not in SIAPE,No
3601129,ROSALYN YALOW CHARTER SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3680740,SAINT LAWRENCE-LEWIS BOCES,CANTON,NY ,2,Not in SIAPE,No
3601139,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,NEW YORK,NY ,2,Not in SIAPE,No
3680780,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY BOCES,PAINTED POST,NY ,2,Not in SIAPE,No
3600061,SISULU-WALKER CHARTER SCHOOL OF HARLEM,NEW YORK,NY ,2,Not in SIAPE,No
3600144,SOUTH BRONX CHARTER SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3600161,SOUTH BRONX CLASSICAL CHARTER SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3601105,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,BRONX,NY ,2,Not in SIAPE,No
3601132,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,BRONX,NY ,2,Not in SIAPE,No
3601156,SOUTH BRONX CLASSICAL CHARTER SCHOOL IV,BRONX,NY ,2,Not in SIAPE,No
3601147,SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3601131,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3600036,SOUTH BUFFALO CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3600070,SOUTHSIDE ACADEMY CHARTER SCHOOL,SYRACUSE,NY ,2,Not in SIAPE,No
3600958,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,NEW YORK,NY ,2,Not in SIAPE,No
3601137,STOREFRONT ACADEMY CHARTER SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3601192,STOREFRONT ACADEMY HARLEM CHARTER SCHOOL,NEW YORK,NY ,2,Not in SIAPE,No
3601054,SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,BROOKLYN,NY ,2,Not in SIAPE,No
3601122,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,BROOKLYN,NY ,2,Not in SIAPE,No
3601120,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,BRONX,NY ,2,Not in SIAPE,No
3601116,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE,ROSEDALE,NY ,2,Not in SIAPE,No
3601118,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS,SPRINGFIELD GARDENS,NY ,2,Not in SIAPE,No
3601110,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,NEW YORK,NY ,2,Not in SIAPE,No
3601063,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,BROOKLYN,NY ,2,Not in SIAPE,No
3601140,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 3,BROOKLYN,NY ,2,Not in SIAPE,No
3601011,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1,BRONX,NY ,2,Not in SIAPE,No
3601012,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2,BRONX,NY ,2,Not in SIAPE,No
3601096,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,BRONX,NY ,2,Not in SIAPE,No
3601146,SUCCESS ACADEMY CHARTER SCHOOL-BUSHWICK,BROOKLYN,NY ,2,Not in SIAPE,No
3601060,SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,BROOKLYN,NY ,2,Not in SIAPE,No
3601095,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,BROOKLYN,NY ,2,Not in SIAPE,No
3601151,SUCCESS ACADEMY CHARTER SCHOOL-FAR ROCKAWAY,FAR ROCKAWAY,NY ,2,Not in SIAPE,No
3601148,SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,BROOKLYN,NY ,2,Not in SIAPE,No
3601086,SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,BROOKLYN,NY ,2,Not in SIAPE,No
3600169,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,NEW YORK,NY ,2,Not in SIAPE,No
3600954,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,NEW YORK,NY ,2,Not in SIAPE,No
3600962,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3,NEW YORK,NY ,2,Not in SIAPE,No
3600953,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4,NEW YORK,NY ,2,Not in SIAPE,No
3601009,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5,NEW YORK,NY ,2,Not in SIAPE,No
3601159,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 6,NEW YORK,NY ,2,Not in SIAPE,No
3601099,SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,NEW YORK,NY ,2,Not in SIAPE,No
3601167,SUCCESS ACADEMY CHARTER SCHOOL-HUDSON YARDS,NEW YORK,NY ,2,Not in SIAPE,No
3601089,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,BROOKLYN,NY ,2,Not in SIAPE,No
3601141,SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA,JAMAICA,NY ,2,Not in SIAPE,No
3601083,SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,NEW YORK,NY ,2,Not in SIAPE,No
3601039,SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,NEW YORK,NY ,2,Not in SIAPE,No
3601062,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,BROOKLYN,NY ,2,Not in SIAPE,No
3601123,SUCCESS ACADEMY CS - BERGEN BEACH,BROOKLYN,NY ,2,Not in SIAPE,No
3680880,SULLIVAN BOCES,LIBERTY,NY ,2,Not in SIAPE,No
3600998,SUMMIT ACADEMY CHARTER SCHOOL,BROOKLYN,NY ,2,Not in SIAPE,No
3601181,SYRACUSE ACADEMY OF SCIENCE AND CITIZENSHIP CHARTER SCHOOL,SYRACUSE,NY ,2,Not in SIAPE,No
3600104,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,SYRACUSE,NY ,2,Not in SIAPE,No
3600038,TAPESTRY CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3600952,THE EQUITY PROJECT CHARTER SCHOOL,NEW YORK,NY ,2,Not in SIAPE,No
3680900,TOMPKINS-SENECA-TIOGA BOCES,ITHACA,NY ,2,Not in SIAPE,No
3601040,TRUE NORTH ROCHESTER  PREP-WEST CAMP,ROCHESTER,NY ,2,Not in SIAPE,No
3600173,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL,ROCHESTER,NY ,2,Not in SIAPE,No
3600992,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL,TROY,NY ,2,Not in SIAPE,No
3601188,TRUXTON ACADEMY CHARTER SCHOOL,TRUXTON,NY ,2,Not in SIAPE,No
3680920,ULSTER BOCES,NEW PALTZ,NY ,2,Not in SIAPE,No
3601094,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,BROOKLYN,NY ,2,Not in SIAPE,No
3600963,UNIVERSITY PREP CHARTER HIGH SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3601197,UNIVERSITY PREP CHARTER MIDDLE SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3601008,UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,ROCHESTER,NY ,2,Not in SIAPE,No
3601182,URBAN ASSEMBLY CHARTER SCHOOL FOR COMPUTER SCIENCE,BRONX,NY ,2,Not in SIAPE,No
3600134,URBAN CHOICE CHARTER SCHOOL,ROCHESTER,NY ,2,Not in SIAPE,No
3601065,URBAN DOVE TEAM CHARTER SCHOOL,BROOKLYN,NY ,2,Not in SIAPE,No
3601187,URBAN DOVE TEAM CHARTER SCHOOL II,BRONX,NY ,2,Not in SIAPE,No
3601084,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,FRANKFORT,NY ,2,Not in SIAPE,No
3601212,VALENCE COLLEGE PREPARATORY CHARTER SCHOOL,REGO PARK,NY ,2,Not in SIAPE,No
3601117,VERTUS CHARTER SCHOOL,ROCHESTER,NY ,2,Not in SIAPE,No
3600957,VOICE CHARTER SCHOOL OF NEW YORK,LONG ISLAND CITY,NY ,2,Not in SIAPE,No
3680940,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX BOCES,HUDSON FALLS,NY ,2,Not in SIAPE,No
3601055,WEST BUFFALO CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3630760,WEST PARK UNION FREE SCHOOL DISTRICT,WEST PARK,NY ,2,Not in SIAPE,No
3680960,WESTCHESTER BOCES,RYE BROOK,NY ,2,Not in SIAPE,No
3600106,WESTERN NEW YORK MARITIME CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3680860,WESTERN SUFFOLK BOCES,DIX HILLS,NY ,2,Not in SIAPE,No
3600107,WESTMINSTER COMMUNITY CHARTER SCHOOL,BUFFALO,NY ,2,Not in SIAPE,No
3601155,WHIN MUSIC COMMUNITY CHARTER SCHOOL,NEW YORK,NY ,2,Not in SIAPE,No
3601220,WILDFLOWER NEW YORK CHARTER SCHOOL,BRONX,NY ,2,Not in SIAPE,No
3600115,WILLIAMSBURG CHARTER HIGH SCHOOL,BROOKLYN,NY ,2,Not in SIAPE,No
3600145,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,BROOKLYN,NY ,2,Not in SIAPE,No
3601080,YOUNG WOMEN'S COLLEGE PREP CHARTER,ROCHESTER,NY ,2,Not in SIAPE,No
3601177,ZETA CHARTER SCHOOL - BRONX 1,BRONX,NY ,2,Not in SIAPE,No
3601171,ZETA CHARTER SCHOOL - INWOOD 1,NEW YORK,NY ,2,Not in SIAPE,No
3601218,ZETA CHARTER SCHOOL - MOUNT EDEN,BRONX,NY ,2,Not in SIAPE,No
3601219,ZETA CHARTER SCHOOL - TREMONT PARK,BRONX,NY ,2,Not in SIAPE,No
1100072,Achievement Preparatory Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100083,BASIS DC PCS,Washington,DC ,3,Not in SIAPE,No
1100104,Breakthrough Montessori PCS,Washington,DC ,3,Not in SIAPE,No
1100055,Bridges PCS,Washington,DC ,3,Not in SIAPE,No
1100035,Capital City PCS,Washington,DC ,3,Not in SIAPE,No
1100112,Capital Village PCS,WASHINGTON,DC ,3,Not in SIAPE,No
1100029,Cedar Tree Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100073,Center City PCS,Washington,DC ,3,Not in SIAPE,No
1100005,Cesar Chavez PCS for Public Policy,Washington,DC ,3,Not in SIAPE,No
1100084,Creative Minds International PCS,Washington,DC ,3,Not in SIAPE,No
1100042,DC Bilingual PCS,Washington,DC ,3,Not in SIAPE,No
1100048,DC Prep PCS,Washington,DC ,3,Not in SIAPE,No
1100085,DC Scholars PCS,Washington,DC ,3,Not in SIAPE,No
1100109,Digital Pioneers Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100097,District of Columbia International School,Washington,DC ,3,Not in SIAPE,No
1100087,DYRS,Laurel,DC ,3,Not in SIAPE,No
1100043,E.L. Haynes PCS,Washington,DC ,3,Not in SIAPE,No
1100049,Eagle Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100057,Early Childhood Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100009,Elsie Whitlow Stokes Community Freedom PCS,Washington,DC ,3,Not in SIAPE,No
1100008,Friendship PCS,Washington,DC ,3,Not in SIAPE,No
1100113,Girls Global Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100105,Goodwill Excel Center PCS,Washington,DC ,3,Not in SIAPE,No
1100096,Harmony DC PCS,Washington,DC ,3,Not in SIAPE,No
1100051,Hope Community PCS,Washington,DC ,3,Not in SIAPE,No
1100058,Howard University Middle School of Math and Science PCS,Washington,DC ,3,Not in SIAPE,No
1100114,I Dream PCS,WASHINGTON,DC ,3,Not in SIAPE,No
1100013,IDEA PCS,Washington,DC ,3,Not in SIAPE,No
1100090,Ingenuity Prep PCS,Washington,DC ,3,Not in SIAPE,No
1100080,Inspired Teaching Demonstration PCS,Washington,DC ,3,Not in SIAPE,No
1100099,Kingsman Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100031,KIPP DC PCS,Washington,DC ,3,Not in SIAPE,No
1100032,Latin American Montessori Bilingual PCS,Washington,DC ,3,Not in SIAPE,No
1100117,LEARN DC PCS,Washington,DC ,3,Not in SIAPE,No
1100093,Lee Montessori PCS,Washington,DC ,3,Not in SIAPE,No
1100044,Mary McLeod Bethune Day Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100014,Maya Angelou PCS,Washington,DC ,3,Not in SIAPE,No
1100015,Meridian PCS,Washington,DC ,3,Not in SIAPE,No
1100100,Monument Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100086,Mundo Verde Bilingual PCS,Washington,DC ,3,Not in SIAPE,No
1100039,Paul PCS,Washington,DC ,3,Not in SIAPE,No
1100011,Perry Street Preparatory PCS,Washington,DC ,3,Not in SIAPE,No
1100082,Richard Wright PCS for Journalism and Media Arts,Washington,DC ,3,Not in SIAPE,No
1100106,Rocketship Education DC PCS,Washington,DC ,3,Not in SIAPE,No
1100020,Roots PCS,Washington,DC ,3,Not in SIAPE,No
1100022,SEED PCS,Washington,DC ,3,Not in SIAPE,No
1100088,Sela PCS,Washington,DC ,3,Not in SIAPE,No
1100081,Shining Stars Montessori Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100115,Social Justice PCS,WASHINGTON,DC ,3,Not in SIAPE,No
1100064,St. Coletta Special Education PCS,Washington,DC ,3,Not in SIAPE,No
1100110,Statesmen College Preparatory Academy for Boys PCS,Washington,DC ,3,Not in SIAPE,No
1100101,The Children's Guild DC PCS,Washington,DC ,3,Not in SIAPE,No
1100111,The Sojourner Truth School PCS,WASHINGTON,DC ,3,Not in SIAPE,No
1100034,Thurgood Marshall Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100045,Two Rivers PCS,Washington,DC ,3,Not in SIAPE,No
1100102,Washington Global PCS,Washington,DC ,3,Not in SIAPE,No
1100019,Washington Latin PCS,Washington,DC ,3,Not in SIAPE,No
1100103,Washington Leadership Academy PCS,Washington,DC ,3,Not in SIAPE,No
1100077,Washington Yu Ying PCS,Washington,DC ,3,Not in SIAPE,No
1000053,Academia Antonia Alonso,Wilmington,DE ,3,Not in SIAPE,No
1000017,Academy of Dover Charter School,Dover,DE ,3,Not in SIAPE,No
1000007,Campus Community School,Dover,DE ,3,Not in SIAPE,No
1000024,Charter School of New Castle,New Castle,DE ,3,Not in SIAPE,No
1000004,Charter School of Wilmington,Wilmington,DE ,3,Not in SIAPE,No
1000021,Corrections - DOE,Dover,DE ,3,Not in SIAPE,No
1000020,Delaware Adolescent Program Inc. (DAPI),Wilmington,DE ,3,Not in SIAPE,No
1000016,Delaware Military Academy,Wilmington,DE ,3,Not in SIAPE,No
1000022,Dept. of Svs. for Children Youth & Their Families,Wilmington,DE ,3,Not in SIAPE,No
1000055,Early College High School at Del State,Dover,DE ,3,Not in SIAPE,No
1000006,East Side Charter School,Wilmington,DE ,3,Not in SIAPE,No
1000010,Edison (Thomas A.) Charter School,Wilmington,DE ,3,Not in SIAPE,No
1000057,First State Military Academy,Clayton,DE ,3,Not in SIAPE,No
1000054,First State Montessori Academy,Wilmington,DE ,3,Not in SIAPE,No
1000059,Freire Charter School Wilmington,Wilmington,DE ,3,Not in SIAPE,No
1000052,Gateway Lab School,Wilmington,DE ,3,Not in SIAPE,No
1000062,Great Oaks Charter School,Wilmington,DE ,3,Not in SIAPE,No
1000014,Kuumba Academy Charter School,Wilmington,DE ,3,Not in SIAPE,No
1000050,Las Americas Aspira Academy,Newark,DE ,3,Not in SIAPE,No
1000019,MOT Charter School,Middletown,DE ,3,Not in SIAPE,No
1001280,New Castle County Vocational-Technical School District,Wilmington,DE ,3,Not in SIAPE,No
1000015,Newark Charter School,Newark,DE ,3,Not in SIAPE,No
1000026,Odyssey Charter School,Wilmington,DE ,3,Not in SIAPE,No
1000750,POLYTECH School District,Woodside,DE ,3,Not in SIAPE,No
1000005,Positive Outcomes Charter School,Camden,DE ,3,Not in SIAPE,No
1000018,Providence Creek Academy Charter School,Clayton,DE ,3,Not in SIAPE,No
1000011,Sussex Academy,Georgetown,DE ,3,Not in SIAPE,No
1000063,Sussex Montessori School,Seaford,DE ,3,Not in SIAPE,No
1001680,Sussex Technical School District,Georgetown,DE ,3,Not in SIAPE,No
2400060,Anne Arundel County Public Schools,Annapolis,MD ,3,Yes,Yes
2400120,Baltimore County Public Schools,Towson,MD ,3,Yes,Yes
2400330,Frederick County Public Schools,Frederick,MD ,3,Yes,Yes
2400390,Harford County Public Schools,Bel Air,MD ,3,Yes,Yes
2400420,Howard County Public Schools,Ellicott City,MD ,3,Yes,Yes
2400480,Montgomery County Public Schools,Rockville,MD ,3,Yes,Yes
2400510,Prince George's County Public Schools,Upper Marlboro,MD ,3,Yes,Yes
2400027,SEED School of Maryland,Baltimore,MD ,3,Not in SIAPE,No
4200868,ACT Academy Cyber CS,Philadelphia,PA,3,Not in SIAPE,No
4200053,Charter High School for Architecture and Design,Philadelphia,PA,3,Not in SIAPE,No
4200822,Eastern University Academy Charter School,Philadelphia,PA,3,Not in SIAPE,No
4200848,I-LEAD Charter School,Reading,PA,3,Not in SIAPE,No
4200815,KIPP West Philadelphia Preparatory Charter School,Philadelphia,PA,3,Not in SIAPE,No
4200091,21st Century Cyber CS,West Chester,PA ,3,Not in SIAPE,No
4280010,A W Beattie Career Center,Allison Park,PA ,3,Not in SIAPE,No
4200128,Achievement House CS,Exton,PA ,3,Not in SIAPE,No
4200129,Ad Prima CS,Philadelphia,PA ,3,Not in SIAPE,No
4200905,Adams County Technical Institute,Gettysburg,PA ,3,Not in SIAPE,No
4280120,Admiral Peary AVTS,Ebensburg,PA ,3,Not in SIAPE,No
4200140,Agora Cyber CS,King of Prussia,PA ,3,Not in SIAPE,No
4289130,Allegheny IU 3,Homestead,PA ,3,Not in SIAPE,No
4200039,Alliance for Progress CS,Philadelphia,PA ,3,Not in SIAPE,No
4200813,Antonia Pantoja Community CS,Philadelphia,PA ,3,Not in SIAPE,No
4289180,Appalachia IU 8,Altoona,PA ,3,Not in SIAPE,No
4289380,ARIN IU 28,Indiana,PA ,3,Not in SIAPE,No
4200860,Arts Academy CS,Allentown,PA ,3,Not in SIAPE,No
4200883,Arts Academy Elementary CS,Allentown,PA ,3,Not in SIAPE,No
4200835,ASPIRA Bilingual Cyber CS,Philadelphia,PA ,3,Not in SIAPE,No
4200101,Avon Grove CS,West Grove,PA ,3,Not in SIAPE,No
4200861,Baden Academy CS,Baden,PA ,3,Not in SIAPE,No
4200126,Bear Creek Community CS,Bear Creek Township,PA ,3,Not in SIAPE,No
4280500,Beaver County CTC,Monaca,PA ,3,Not in SIAPE,No
4289370,Beaver Valley IU 27,Monaca,PA ,3,Not in SIAPE,No
4200001,Bedford County Technical Center,Everett,PA ,3,Not in SIAPE,No
4200108,Belmont CS,Philadelphia,PA ,3,Not in SIAPE,No
4289240,Berks County IU 14,Reading,PA ,3,Not in SIAPE,No
4280060,Berks CTC,Leesport,PA ,3,Not in SIAPE,No
4280370,Bethlehem AVTS,Bethlehem,PA ,3,Not in SIAPE,No
4289270,BLaST IU 17,Williamsport,PA ,3,Not in SIAPE,No
4200760,Boys Latin of Philadelphia CS,Philadelphia,PA ,3,Not in SIAPE,No
4289320,Bucks County IU 22,Doylestown,PA ,3,Not in SIAPE,No
4200069,Bucks County Montessori CS,Fairless Hills,PA ,3,Not in SIAPE,No
4280090,Bucks County Technical High School,Fairless Hills,PA ,3,Not in SIAPE,No
4280520,Butler County AVTS,Butler,PA ,3,Not in SIAPE,No
4289250,Capital Area IU 15,Enola,PA ,3,Not in SIAPE,No
4200876,Capital Area School for the Arts CS,Harrisburg,PA ,3,Not in SIAPE,No
4280130,Carbon Career & Technical Institute,Jim Thorpe,PA ,3,Not in SIAPE,No
4289310,Carbon-Lehigh IU 21,Schnecksville,PA ,3,Not in SIAPE,No
4280380,Career Institute of Technology,Easton,PA ,3,Not in SIAPE,No
4200904,Catalyst Academy CS,Pittsburgh,PA ,3,Not in SIAPE,No
4200100,Center for Student Learning CS at Pennsbury,Levittown,PA ,3,Not in SIAPE,No
4289200,Central IU 10,Philipsburg,PA ,3,Not in SIAPE,No
4280330,Central Montco Technical High School,Plymouth Meeting,PA ,3,Not in SIAPE,No
4200095,Central PA Digital Learning Foundation CS,Duncansville,PA ,3,Not in SIAPE,No
4280530,Central PA Institute of Science & Technology,Pleasant Gap,PA ,3,Not in SIAPE,No
4289260,Central Susquehanna IU 16,Milton,PA ,3,Not in SIAPE,No
4280470,Central Westmoreland CTC,New Stanton,PA ,3,Not in SIAPE,No
4200023,Centre Learning Community CS,State College,PA ,3,Not in SIAPE,No
4200857,Chester Charter Scholars Academy CS,Chester,PA ,3,Not in SIAPE,No
4200012,Chester Co Family Academy CS,West Chester,PA ,3,Not in SIAPE,No
4200035,Chester Community CS,Chester,PA ,3,Not in SIAPE,No
4289340,Chester County IU 24,Downingtown,PA ,3,Not in SIAPE,No
4202900,Chester County Technical College HS,Downingtown,PA ,3,Not in SIAPE,No
4200052,Christopher Columbus CS,Philadelphia,PA ,3,Not in SIAPE,No
4200875,Circle of Seasons CS,Fogelsville,PA ,3,Not in SIAPE,No
4200094,City CHS,Pittsburgh,PA ,3,Not in SIAPE,No
4200751,City of Erie Regional Career & Technical School,Erie,PA ,3,Not in SIAPE,No
4280150,Clarion County Career Center,Shippenville,PA ,3,Not in SIAPE,No
4280160,Clearfield County CTC,Clearfield,PA ,3,Not in SIAPE,No
4200050,Collegium CS,Exton,PA ,3,Not in SIAPE,No
4289300,Colonial IU 20,Easton,PA ,3,Not in SIAPE,No
4206365,Columbia-Montour AVTS,Bloomsburg,PA ,3,Not in SIAPE,No
4200119,Commonwealth Charter Academy CS,Harrisburg,PA ,3,Not in SIAPE,No
4200013,Community Academy of Philadelphia CS,Philadelphia,PA ,3,Not in SIAPE,No
4280220,Connellsville Area Career & Technical Center,Connellsville,PA ,3,Not in SIAPE,No
4280170,Crawford County CTC,Meadville,PA ,3,Not in SIAPE,No
4200048,Crispus Attucks CS,York,PA ,3,Not in SIAPE,No
4280260,CTC of Lackawanna County,Scranton,PA ,3,Not in SIAPE,No
4280180,Cumberland Perry AVTS,Mechanicsburg,PA ,3,Not in SIAPE,No
4200049,Danville Ctr Adolescent Female,Danville,PA ,3,Not in SIAPE,No
4207385,Dauphin County Technical School,Harrisburg,PA ,3,Not in SIAPE,No
4200899,Deep Roots CS,Philadelphia,PA ,3,Not in SIAPE,No
4289350,Delaware County IU 25,Morton,PA ,3,Not in SIAPE,No
4280200,Delaware County Technical High School,Aston,PA ,3,Not in SIAPE,No
4200121,Discovery CS,Philadelphia,PA ,3,Not in SIAPE,No
4200021,Dr Robert Ketterer CS Inc,Latrobe,PA ,3,Not in SIAPE,No
4280340,Eastern Center for Arts & Technology,Willow Grove,PA ,3,Not in SIAPE,No
4280480,Eastern Westmoreland CTC,Latrobe,PA ,3,Not in SIAPE,No
4200897,Easton Arts Academy Elementary CS,Easton,PA ,3,Not in SIAPE,No
4200812,Environmental CS at Frick Park,Pittsburgh,PA ,3,Not in SIAPE,No
4280210,Erie County Technical School,Erie,PA ,3,Not in SIAPE,No
4200854,Erie Rise Leadership Academy CS,Erie,PA ,3,Not in SIAPE,No
4200076,Esperanza Academy CS,Philadelphia,PA ,3,Not in SIAPE,No
4200858,Esperanza Cyber CS,Philadelphia,PA ,3,Not in SIAPE,No
4200043,Eugenio Maria De Hostos CS,Philadelphia,PA ,3,Not in SIAPE,No
4200749,Evergreen Community CS,Cresco,PA ,3,Not in SIAPE,No
4200879,Executive Education Academy CS,Allentown,PA ,3,Not in SIAPE,No
4280560,Fayette County Career & Technical Institute,Uniontown,PA ,3,Not in SIAPE,No
4200096,Fell CS,Simpson,PA ,3,Not in SIAPE,No
4200093,First Philadelphia Preparatory CS,Philadelphia,PA ,3,Not in SIAPE,No
4200141,Folk Arts-Cultural Treasures CS,Philadelphia,PA ,3,Not in SIAPE,No
4280020,Forbes Road CTC,Monroeville,PA ,3,Not in SIAPE,No
4280230,Franklin County CTC,Chambersburg,PA ,3,Not in SIAPE,No
