nces_id,district_name,city,state,region,high_need,rural,school_with_children_on_indian_land,bureau_funded_schools
0900450,Bridgeport School District,Bridgeport,CT ,1,Yes,No,No,No
0901920,Hartford School District,Hartford,CT ,1,Yes,No,No,No
0902160,Ledyard School District,Ledyard,CT ,1,No,No,Yes,No
0902670,New Britain School District,New Britain,CT ,1,Yes,No,No,No
0902790,New Haven School District,New Haven,CT ,1,Yes,No,No,No
0902820,New London School District,New London,CT ,1,Yes,No,No,No
0903120,Norwich School District,Norwich,CT ,1,Yes,No,No,No
0904830,Waterbury School District,Waterbury,CT ,1,Yes,No,No,No
0905190,Windham School District,Willimantic,CT ,1,Yes,No,No,No
2502790,Boston,Roxbury,MA ,1,Yes,No,No,No
2503540,Chelsea,Chelsea,MA ,1,Yes,No,No,No
2503660,Chicopee,Chicopee,MA ,1,Yes,No,No,No
2504830,Fall River,Fall River,MA ,1,Yes,No,No,No
2504890,Fitchburg,Fitchburg,MA ,1,Yes,No,No,No
2505340,Gosnold,East Falmouth,MA ,1,Yes,No,No,No
2506270,Holyoke,Holyoke,MA ,1,Yes,No,No,No
2506660,Lawrence,Lawrence,MA ,1,Yes,No,No,No
2508430,New Bedford,New Bedford,MA ,1,Yes,No,No,No
2509180,Orange,Orange,MA ,1,Yes,No,No,No
2510050,Revere,Revere,MA ,1,Yes,No,No,No
2511010,Southbridge,Southbridge,MA ,1,Yes,No,No,No
2511130,Springfield,Springfield,MA ,1,Yes,No,No,No
2500043,Up-Island Regional,Vineyard Haven,MA ,1,No,No,Yes,No
2512510,West Springfield,West Springfield,MA ,1,Yes,No,No,No
2513230,Worcester,Worcester,MA ,1,Yes,No,No,No
2382001,Aroostook Unorganized Territory,Not in NCES,ME,1,Yes,No,No,No
5900137,Beatrice Rafferty School,Perry,ME,1,Not in SIAPE,Yes,No,Yes
2300001,Indian Island,Not in NCES,ME,1,Yes,No,No,No
5900160,Indian Island School,Indian Island,ME,1,Not in SIAPE,No,No,Yes
2300002,Indian Township,Not in NCES,ME,1,Yes,No,No,No
5900042,Indian Township School,Princeton,ME,1,Not in SIAPE,Yes,No,Yes
2382002,Oxford Unorganized Territory,Not in NCES,ME,1,Yes,No,No,No
2382009,Piscataquis Unorganized Territory,Not in NCES,ME,1,Yes,No,No,No
2300003,Pleasant Point,Not in NCES,ME,1,Yes,No,No,No
2314760,School Administrative District 67,Not in NCES,ME,1,Yes,No,No,No
2382008,Somerset Unorganized Territory,Not in NCES,ME,1,Yes,No,No,No
2302280,Alexander Public Schools,Eastport,ME ,1,No,Yes,No,No
2314823,Andover Public Schools,Andover,ME ,1,Yes,No,No,No
2302730,Baileyville Public Schools,Baileyville,ME ,1,Yes,No,No,No
2302880,Baring Plt Public Schools,Eastport,ME ,1,No,Yes,No,No
2302950,Beals Public Schools,Beals,ME ,1,Yes,Yes,No,No
2302960,Beaver Cove Public Schools,Beaver Cove,ME ,1,No,Yes,No,No
2302980,Beddington Public Schools,Harrington,ME ,1,Yes,Yes,No,No
2303390,Bowerbank Public Schools,Parkman,ME ,1,No,Yes,No,No
2303480,Bremen Public Schools,Damariscotta,ME ,1,No,Yes,No,No
2300004,Bridgewater Public Schools,Mars Hill,ME ,1,Yes,Yes,No,No
2314811,Brighton Plt School Department,Anson,ME ,1,Yes,Yes,No,No
2303600,Bristol Public Schools,Damariscotta,ME ,1,No,Yes,No,No
2303610,Brooklin Public Schools,Deer Isle,ME ,1,No,Yes,No,No
2314834,Burlington Public Schools,Burlington,ME ,1,Yes,No,No,No
2314835,Byron Public Schools,Byron,ME ,1,Yes,Yes,No,No
2300061,Caratunk Public Schools,Anson,ME ,1,Yes,Yes,No,No
2303980,Carrabassett Valley Public Schools,Carrabassett Valley,ME ,1,No,Yes,No,No
2303990,Carroll Plt Public Schools,Lee,ME ,1,Yes,Yes,No,No
2304110,Caswell Public Schools,Caswell,ME ,1,Yes,Yes,No,No
2304160,Charlotte Public Schools,Eastport,ME ,1,No,Yes,No,No
2314814,Cherryfield Public Schools,Cherryfield,ME ,1,Yes,Yes,No,No
2304500,Coplin Plt Public Schools,Coplin Plantation,ME ,1,No,Yes,No,No
2304650,Crawford Public Schools,Eastport,ME ,1,Yes,Yes,No,No
2300065,Cutler Public Schools,Cutler,ME ,1,No,Yes,No,No
2304830,Damariscotta Public Schools,Damariscotta,ME ,1,No,Yes,No,No
2304880,Deblois Public Schools,Harrington,ME ,1,No,Yes,No,No
2304895,Deer Isle-Stonington CSD,Deer Isle,ME ,1,No,Yes,No,No
2304897,Dennistown Plt Public Schools,Searsport,ME ,1,Yes,No,No,No
2304900,Dennysville Public Schools,Eastport,ME ,1,Yes,Yes,No,No
2305160,Drew Plt Public Schools,Lee,ME ,1,Yes,Yes,No,No
2314839,Eagle Lake Public Schools,Eagle Lake,ME ,1,No,Yes,No,No
2300062,East Machias Public Schools,Machias,ME ,1,Yes,Yes,No,No
2305280,East Millinocket Public Schools,East Millinocket,ME ,1,Yes,No,No,No
2305380,East Range CSD,Baileyville,ME ,1,No,Yes,No,No
2305360,Eastport Public Schools,Eastport,ME ,1,Yes,Yes,No,No
2312100,Education in Unorganized Terr,Augusta,ME ,1,Not in SIAPE,Yes,No,No
2314818,Eustis Public Schools,Stratton,ME ,1,No,Yes,No,No
2307590,Frenchboro Public Schools,Bar Harbor,ME ,1,No,Yes,No,No
2305980,Gilead Public Schools,Bethel,ME ,1,Yes,Yes,No,No
2300005,Grand Isle Public Schools,Grand Isle,ME ,1,Yes,Yes,No,No
2306150,Grand Lake Stream Plt School Dept,Baileyville,ME ,1,Yes,No,No,No
2306160,Great Salt Bay CSD,Damariscotta,ME ,1,No,Yes,No,No
2306180,Greenbush Public Schools,Greenbush,ME ,1,Yes,No,No,No
2306250,Greenville Public Schools,Greenville,ME ,1,No,Yes,No,No
2306330,Harmony Public Schools,Dexter,ME ,1,No,Yes,No,No
2306600,Highland Plt Public Schools,Highland Plantation,ME ,1,No,Yes,No,No
2300066,Indian Island,Calais,ME ,1,Not in SIAPE,No,Yes,No
2300064,Indian Township,Calais,ME ,1,Not in SIAPE,No,Yes,No
2306780,Isle Au Haut Public Schools,Deer Isle,ME ,1,No,Yes,No,No
2306870,Jefferson Public Schools,Damariscotta,ME ,1,No,Yes,No,No
2306900,Jonesboro Public Schools,Machias,ME ,1,Yes,Yes,No,No
2307100,Jonesport Public Schools,Jonesport,ME ,1,Yes,Yes,No,No
2307110,Kingsbury Plt Public Schools,Parkman,ME ,1,No,Yes,No,No
2300059,Lake View Plt. Public Schools,Brownville,ME ,1,Yes,Yes,No,No
2307200,Lakeville Public Schools,Lee,ME ,1,No,Yes,No,No
2307320,Lewiston Public Schools,Lewiston,ME ,1,Yes,No,No,No
2314842,Limestone Public Schools,Limestone,ME ,1,Yes,No,No,No
2307440,Lincoln Plt Public Schools,Lincoln Plantation,ME ,1,No,Yes,No,No
2309100,Lincoln-Region 3,Lincoln,ME ,1,Not in SIAPE,Yes,No,No
2300063,Lowell Public Schools,Brewer,ME ,1,Yes,No,No,No
2307710,Machias Public Schools,Machias,ME ,1,Yes,Yes,No,No
2300067,Machiasport Public Schools,Machiasport,ME ,1,Yes,Yes,No,No
2307770,Macwahoc Plt School Dept,Lee,ME ,1,No,Yes,No,No
2307800,Madawaska Public Schools,Madawaska,ME ,1,No,Yes,No,No
2307980,Marshfield Public Schools,Machias,ME ,1,No,Yes,No,No
2308140,Medford Public Schools,Medford,ME ,1,Yes,No,No,No
2308160,Medway Public Schools,Medway,ME ,1,Yes,No,No,No
2308280,Millinocket Public Schools,Millinocket,ME ,1,Yes,No,No,No
2308340,Monhegan Plt School Dept,Richmond,ME ,1,Yes,Yes,No,No
2308400,Moosabec CSD,Jonesport,ME ,1,No,Yes,No,No
2314836,Moro Plantation Public Schools,Patten,ME ,1,Yes,Yes,No,No
2310560,MSAD 10,Wiscasset,ME ,1,Yes,No,No,No
2311100,MSAD 27,Fort Kent,ME ,1,No,Yes,No,No
2314530,MSAD 46,Dexter,ME ,1,Yes,No,No,No
2311910,MSAD 76,Bar Harbor,ME ,1,Yes,Yes,No,No
2308580,Nashville Plt Public Schools,Ashland,ME ,1,No,Yes,No,No
2308700,New Sweden Public Schools,Woodland,ME ,1,Yes,No,No,No
2308760,Newcastle Public Schools,Damariscotta,ME ,1,No,Yes,No,No
2308940,Nobleboro Public Schools,Nobleboro,ME ,1,No,Yes,No,No
2309090,Northfield Public Schools,Machias,ME ,1,No,Yes,No,No
2309240,Orient Public Schools,Danforth,ME ,1,Yes,Yes,No,No
2309560,Pembroke Public Schools,Eastport,ME ,1,No,Yes,No,No
2309650,Perry Public Schools,Eastport,ME ,1,No,Yes,No,No
2300069,Pleasant Point,Calais,ME ,1,Not in SIAPE,No,Yes,No
2309810,Pleasant Ridge Plt School Dept,Pleasant Ridge Plantation,ME ,1,No,Yes,No,No
2314810,Portage Lake Public Schools,Ashland,ME ,1,Not in SIAPE,Yes,No,No
2309990,Princeton Public Schools,Baileyville,ME ,1,Yes,Yes,No,No
2310140,Reed Plt Public Schools,Lee,ME ,1,Yes,Yes,No,No
2310320,Roque Bluffs Public Schools,Machias,ME ,1,No,Yes,No,No
2311850,RSU 08/MSAD 08,Vinalhaven,ME ,1,No,Yes,No,No
2314795,RSU 10,Rumford,ME ,1,Yes,No,No,No
2314791,RSU 20,Searsport,ME ,1,Yes,No,No,No
2311160,RSU 29/MSAD 29,Houlton,ME ,1,Yes,No,No,No
2311220,RSU 30/MSAD 30,Lee,ME ,1,Yes,Yes,No,No
2311280,RSU 32/MSAD 32,Ashland,ME ,1,Yes,Yes,No,No
2311310,RSU 33/MSAD 33,Frenchville,ME ,1,No,Yes,No,No
2311430,RSU 37/MSAD 37,Harrington,ME ,1,No,Yes,No,No
2311580,RSU 41/MSAD 41,Lagrange,ME ,1,Yes,Yes,No,No
2311610,RSU 42/MSAD 42,Mars Hill,ME ,1,No,Yes,No,No
2311670,RSU 44/MSAD 44,Bethel,ME ,1,No,Yes,No,No
2314806,RSU 50,Dyer Brook,ME ,1,Yes,Yes,No,No
2314300,RSU 58/MSAD 58,Phillips,ME ,1,No,Yes,No,No
2314410,RSU 65/MSAD 65,Hallowell,ME ,1,No,Yes,No,No
2314777,RSU 67,Lincoln,ME ,1,Not in SIAPE,Yes,No,No
2314761,RSU 68/MSAD 68,Dover-Foxcroft,ME ,1,No,Yes,No,No
2314803,RSU 78,Rangeley,ME ,1,No,Yes,No,No
2311730,RSU 80/MSAD 04,Guilford,ME ,1,Yes,Yes,No,No
2310620,RSU 82/MSAD 12,Jackman,ME ,1,No,Yes,No,No
2310650,RSU 83/MSAD 13,Bingham,ME ,1,Yes,Yes,No,No
2310680,RSU 84/MSAD 14,Danforth,ME ,1,Yes,Yes,No,No
2310830,RSU 85/MSAD 19,Eastport,ME ,1,Yes,Yes,No,No
2311010,RSU 88/MSAD 24,Van Buren,ME ,1,Yes,Yes,No,No
2314838,RSU 89,Stacyville,ME ,1,Yes,Yes,No,No
2312140,Sedgwick Public Schools,Sedgwick,ME ,1,No,Yes,No,No
2312180,Shirley Public Schools,Shirley,ME ,1,Yes,Yes,No,No
BIE0004,Sipayik Elementary School,Perry,ME ,1,Not in SIAPE,No,No,Yes
2312300,South Bristol Public Schools,Damariscotta,ME ,1,No,Yes,No,No
2300052,The Forks Plt School Dept,The Forks,ME ,1,No,Yes,No,No
2312960,Tremont Public Schools,Bar Harbor,ME ,1,No,Yes,No,No
2313070,Upton Public Schools,Bethel,ME ,1,No,Yes,No,No
2313080,Vanceboro Public Schools,Vanceboro,ME ,1,No,Yes,No,No
2313500,Wesley Public Schools,Machias,ME ,1,Yes,Yes,No,No
2300058,West Forks Plt Public Schools,West Forks,ME ,1,Yes,Yes,No,No
2300068,Whiting Public Schools,Machias,ME ,1,No,Yes,No,No
2313710,Whitneyville Public Schools,Machias,ME ,1,Yes,Yes,No,No
2313740,Willimantic Public Schools,Willimantic,ME ,1,Yes,Yes,No,No
2314825,Winterville Plt Public Schools,Winterville Plantation,ME ,1,No,Yes,No,No
2314040,Woodville Public Schools,East Millinocket,ME ,1,Yes,No,No,No
3301560,Ashland School District,Meredith,NH ,1,Yes,No,No,No
3301710,Bath School District,N. Haverhill,NH ,1,No,Yes,No,No
3301830,Benton School District,N. Haverhill,NH ,1,No,Yes,No,No
3301860,Berlin School District,Berlin,NH ,1,Yes,No,No,No
3302370,Clarksville School District,Colebrook,NH ,1,No,Yes,No,No
3399907,Colebrook SAU Office,Colebrook,NH ,1,Not in SIAPE,Yes,No,No
3302400,Colebrook School District,Colebrook,NH ,1,Yes,Yes,No,No
3302430,Columbia School District,Colebrook,NH ,1,No,Yes,No,No
3300034,Coos County,W. Stewartstown,NH ,1,Not in SIAPE,Yes,No,No
3302510,Coos County School District,W. Stewartstown,NH ,1,Yes,Yes,No,No
3302870,Ellsworth School District,Plymouth,NH ,1,Yes,No,No,No
3302940,Errol School District,Gorham,NH ,1,No,Yes,No,No
3303120,Freedom School District,Tamworth,NH ,1,No,Yes,No,No
3303279,Hale's Location District,Hale's Location,NH ,1,Yes,No,No,No
3399923,Haverhill Cooperative SAU Office,N. Haverhill,NH ,1,Not in SIAPE,Yes,No,No
3303660,Haverhill Cooperative School District,N. Haverhill,NH ,1,No,Yes,No,No
3304170,Landaff School District,Littleton,NH ,1,No,Yes,No,No
3300015,Lincoln-Woodstock SAU Office,Lincoln,NH ,1,Not in SIAPE,Yes,No,No
3304260,Lincoln-Woodstock School District,Lincoln,NH ,1,No,Yes,No,No
3304290,Lisbon Regional School District,Littleton,NH ,1,Yes,No,No,No
3304650,Marlow School District,Keene,NH ,1,No,Yes,No,No
3399945,Moultonborough SAU Office,Moultonborough,NH ,1,Not in SIAPE,Yes,No,No
3304960,Moultonborough School District,Moultonborough,NH ,1,No,Yes,No,No
3399958,Northumberland SAU Office,Groveton,NH ,1,Not in SIAPE,Yes,No,No
3305400,Northumberland School District,Groveton,NH ,1,No,Yes,No,No
3305670,Piermont School District,N. Haverhill,NH ,1,No,Yes,No,No
3305700,Pittsburg School District,Colebrook,NH ,1,Yes,Yes,No,No
3306000,Rumney School District,Plymouth,NH ,1,Yes,No,No,No
3306330,Stark School District,Groveton,NH ,1,Yes,Yes,No,No
3306360,Stewartstown School District,Colebrook,NH ,1,Yes,Yes,No,No
3306450,Stratford School District,Groveton,NH ,1,Yes,Yes,No,No
3399967,Tamworth SAU Office,Tamworth,NH ,1,Not in SIAPE,Yes,No,No
3306600,Tamworth School District,Tamworth,NH ,1,No,Yes,No,No
3306870,Warren School District,N. Haverhill,NH ,1,No,Yes,No,No
3306910,Waterville Valley School District,Plymouth,NH ,1,No,Yes,No,No
3306990,Wentworth School District,Plymouth,NH ,1,Yes,Yes,No,No
4400120,Central Falls,Central Falls,RI ,1,Yes,No,No,No
4400720,Newport,Newport,RI ,1,Yes,No,No,No
4400840,Pawtucket,Pawtucket,RI ,1,Yes,No,No,No
4400900,Providence,Providence,RI ,1,Yes,No,No,No
4401200,Woonsocket,Woonsocket,RI ,1,Yes,No,No,No
5000015,Averill School District,Canaan,VT ,1,Not in SIAPE,Yes,No,No
5000016,Averys Gore School District,Canaan,VT ,1,Not in SIAPE,Yes,No,No
5099906,Bennington Rutland Supervisory Union,Sunderland,VT ,1,No,Yes,No,No
5008224,Blue Mountain USD #21,Wells River,VT ,1,Not in SIAPE,Yes,No,No
5002610,Brighton School District,Island Pond,VT ,1,Not in SIAPE,Yes,No,No
5002850,Cabot School District,Cabot,VT ,1,Not in SIAPE,Yes,No,No
5002940,Canaan School District,Canaan,VT ,1,Not in SIAPE,Yes,No,No
5003390,Craftsbury Town School District,Craftsbury Common,VT ,1,Not in SIAPE,Yes,No,No
5000444,Enosburgh-Richford Unified Union School District #88,Richford,VT ,1,Not in SIAPE,Yes,No,No
5099919,Essex North Supervisory Union,Canaan,VT ,1,No,Yes,No,No
5000429,First Branch Unified School District,Royalton,VT ,1,Not in SIAPE,Yes,No,No
5099920,Franklin Northeast Supervisory Union,Richford,VT ,1,No,Yes,No,No
5000414,Granville Hancock Unified School District,Royalton,VT ,1,Not in SIAPE,Yes,No,No
5008243,Hazen UHSD #26,Hardwick,VT ,1,Not in SIAPE,Yes,No,No
5000436,Lake Region Union Elementary Middle School District,Orleans,VT ,1,Not in SIAPE,Yes,No,No
5000017,Lewis School District,Canaan,VT ,1,Not in SIAPE,Yes,No,No
5005220,Lowell School District,Lowell,VT ,1,Not in SIAPE,Yes,No,No
5000415,Northeast Kingdom Choice School District,Canaan,VT ,1,Not in SIAPE,Yes,No,No
5099927,Orange East Supervisory Union,Bradford,VT ,1,No,Yes,No,No
5099928,Orange Southwest Supervisory Union,Randolph,VT ,1,No,Yes,No,No
5000400,Orange Southwest Unified School District,Randolph,VT ,1,Not in SIAPE,Yes,No,No
5099934,Orleans Central Supervisory Union,Orleans,VT ,1,No,Yes,No,No
5099935,Orleans Southwest Supervisory Union,Hardwick,VT ,1,No,Yes,No,No
5000438,Orleans Southwest Union Elementary School District #94,Hardwick,VT ,1,Not in SIAPE,Yes,No,No
5000437,Oxbow Unified Union School District #91,Bradford,VT ,1,Not in SIAPE,Yes,No,No
5006450,Pittsfield School District,Bethel,VT ,1,Not in SIAPE,Yes,No,No
5000024,Rivendell Interstate School District,Orford,VT ,1,Not in SIAPE,Yes,No,No
5000384,Rivendell Interstate Supervisory District,Orford,VT ,1,No,Yes,No,No
5000423,Rochester Stockbridge Unified School District,Royalton,VT ,1,Not in SIAPE,Yes,No,No
5099936,Rutland Northeast Supervisory Union,Brandon,VT ,1,No,Yes,No,No
5007710,Stannard School District,Hardwick,VT ,1,Not in SIAPE,Yes,No,No
5000417,Taconic and Green Regional School District,Sunderland,VT ,1,Not in SIAPE,Yes,No,No
5008242,Waits River Valley USD #36,East Corinth,VT ,1,Not in SIAPE,Yes,No,No
5000018,Warners Grant School District,Canaan,VT ,1,Not in SIAPE,Yes,No,No
5000019,Warrens Grant School District,Canaan,VT ,1,Not in SIAPE,Yes,No,No
5000449,West River Valley Modified Union Education District #72A,Townshend,VT ,1,Not in SIAPE,Yes,No,No
5000432,West River Valley Modified Union Education District #72B,Townshend,VT ,1,Not in SIAPE,Yes,No,No
5009000,Westmore School District,Orleans,VT ,1,Not in SIAPE,Yes,No,No
5000426,White River Unified School District,Royalton,VT ,1,Not in SIAPE,Yes,No,No
5099930,White River Valley Supervisory Union,Royalton,VT ,1,No,Yes,No,No
5099946,Windham Central Supervisory Union,Townshend,VT ,1,No,Yes,No,No
5009270,Windham School District,Windham,VT ,1,Not in SIAPE,Yes,No,No
5009330,Winhall School District,Sunderland,VT ,1,Not in SIAPE,Yes,No,No
5099917,Winooski Supervisory District,Winooski,VT ,1,Yes,No,No,No
3400930,Asbury Park School District,Asbury Park,NJ ,2,Yes,No,No,No
3400960,Atlantic City School District,Atlantic City,NJ ,2,Yes,No,No,No
3401260,Bayonne School District,Bayonne,NJ ,2,Yes,No,No,No
3401740,Beverly City School District,Beverly,NJ ,2,Yes,No,No,No
3402250,Bridgeton City School District,Bridgeton,NJ ,2,Yes,No,No,No
3402430,Burlington City Public School District,Burlington,NJ ,2,Yes,No,No,No
3402640,Camden City School District,Camden,NJ ,2,Yes,No,No,No
3403030,Chesilhurst Board of Education,Chesilhurst,NJ ,2,Yes,No,No,No
3403240,Clementon Elementary School District,Clementon,NJ ,2,Yes,No,No,No
3403480,Commercial Township School District,Port Norris,NJ ,2,Yes,No,No,No
3403930,Dover Public School District,Dover,NJ ,2,Yes,No,No,No
3404200,East Newark School District,East Newark,NJ ,2,Yes,No,No,No
3404230,East Orange School District,East Orange,NJ ,2,Yes,No,No,No
3404530,Egg Harbor City School District,Egg Harbor City,NJ ,2,Yes,No,No,No
3404590,Elizabeth Public Schools,Elizabeth,NJ ,2,Yes,No,No,No
3405070,Fairview Public School District,Fairview,NJ ,2,Yes,No,No,No
3405580,Freehold Borough School District,Freehold,NJ ,2,Yes,No,No,No
3406000,Gloucester City Public School District,Gloucester City,NJ ,2,Yes,No,No,No
3406240,Guttenberg School District,Guttenberg,NJ ,2,Yes,No,No,No
3406450,Haledon Public School District,Haledon,NJ ,2,Yes,No,No,No
3406870,Harrison Public Schools,Harrison,NJ ,2,Yes,No,No,No
3407080,Hi Nella,Stratford,NJ ,2,Yes,No,No,No
3407680,Irvington Public School District,IRVINGTON,NJ ,2,Yes,No,No,No
3407830,Jersey City Public Schools,Jersey City,NJ ,2,Yes,No,No,No
3407860,Keansburg School District,Keansburg,NJ ,2,Yes,No,No,No
3408220,Lakewood Township School District,Lakewood,NJ ,2,Yes,No,No,No
3408640,Lindenwold Public School District,Lindenwold,NJ ,2,Yes,No,No,No
3408940,LONG BRANCH PUBLIC SCHOOL District,LONG BRANCH,NJ ,2,Yes,No,No,No
3410320,Millville School District,Millville,NJ ,2,Yes,No,No,No
3411340,Newark Public School District,Newark,NJ ,2,Yes,No,No,No
3411460,North Bergen School District,North Bergen,NJ ,2,Yes,No,No,No
3412030,Ocean Gate School District,Ocean Gate,NJ ,2,Yes,No,No,No
3412270,ORANGE BOARD OF EDUCATION School District,ORANGE,NJ ,2,Yes,No,No,No
3412360,Palisades Park School District,Palisades Park,NJ ,2,Yes,No,No,No
3412540,Passaic City School District,Passaic,NJ ,2,Yes,No,No,No
3412690,Paterson Public School District,Paterson,NJ ,2,Yes,No,No,No
3412720,Paulsboro School District,PAULSBORO,NJ ,2,Yes,No,No,No
3412840,Penns Grove-Carneys Point Regional School District,Penns Grove,NJ ,2,Yes,No,No,No
3412960,Phillipsburg School District,Phillipsburg,NJ ,2,Yes,No,No,No
3413140,Plainfield Public School District,Plainfield,NJ ,2,Yes,No,No,No
3413200,Pleasantville Public School District,Pleasantville,NJ ,2,Yes,No,No,No
3413470,Prospect Park Public School District,Prospect Park,NJ ,2,Yes,No,No,No
3413740,Red Bank Borough Public School District,Red Bank,NJ ,2,Yes,No,No,No
3414550,Salem City School District,SALEM,NJ ,2,Yes,No,No,No
3414790,Seaside Heights School District,SEASIDE HEIGHTS,NJ ,2,Yes,No,No,No
3415030,Somers Point School District,Somers Point,NJ ,2,Yes,No,No,No
3416290,Trenton Public School District,Trenton,NJ ,2,Yes,No,No,No
3416380,Union City School District,Union City,NJ ,2,Yes,No,No,No
3416680,Ventnor City School District,Ventnor City,NJ ,2,Yes,No,No,No
3417580,West New York School District,West New York,NJ ,2,Yes,No,No,No
3417940,Wildwood City School District,WILDWOOD,NJ ,2,Yes,No,No,No
3418090,Woodbine School District,Woodbine,NJ ,2,Yes,No,No,No
3418150,Woodbury City Public School District,Woodbury,NJ ,2,Yes,No,No,No
3418270,Woodlynne School District,Woodlynne,NJ ,2,Yes,No,No,No
3602430,AKRON CENTRAL SCHOOL DISTRICT,AKRON,NY ,2,No,No,Yes,No
3602460,ALBANY CITY SCHOOL DISTRICT,ALBANY,NY ,2,Yes,No,No,No
3602520,ALBION CENTRAL SCHOOL DISTRICT,ALBION,NY ,2,Yes,No,No,No
3602820,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,PARISH,NY ,2,Yes,No,No,No
3602970,AMSTERDAM CITY SCHOOL DISTRICT,AMSTERDAM,NY ,2,Yes,No,No,No
3603480,AUBURN CITY SCHOOL DISTRICT,AUBURN,NY ,2,Yes,No,No,No
3604350,BELFAST CENTRAL SCHOOL DISTRICT,BELFAST,NY ,2,Yes,Yes,No,No
3604370,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,ADAMS,NY ,2,Yes,No,No,No
3604870,BINGHAMTON CITY SCHOOL DISTRICT,BINGHAMTON,NY ,2,Yes,No,No,No
3605220,BRADFORD CENTRAL SCHOOL DISTRICT,BRADFORD,NY ,2,Yes,No,No,No
3605610,BROCTON CENTRAL SCHOOL DISTRICT,BROCTON,NY ,2,Yes,No,No,No
3605820,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,BRUSHTON,NY ,2,Yes,No,No,No
3605850,BUFFALO CITY SCHOOL DISTRICT,BUFFALO,NY ,2,Yes,No,No,No
3607050,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,DAVENPORT,NY ,2,Yes,No,No,No
3607080,CHATEAUGAY CENTRAL SCHOOL DISTRICT,CHATEAUGAY,NY ,2,No,Yes,No,No
3600006,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,CHERRY VALLEY,NY ,2,Yes,No,No,No
3607710,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,STAR LAKE,NY ,2,Yes,Yes,No,No
3607980,COHOES CITY SCHOOL DISTRICT,COHOES,NY ,2,Yes,No,No,No
3632010,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,CUBA,NY ,2,Yes,No,No,No
3621450,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),NUNDA,NY ,2,Yes,No,No,No
3609390,DUNDEE CENTRAL SCHOOL DISTRICT,DUNDEE,NY ,2,Yes,No,No,No
3609420,DUNKIRK CITY SCHOOL DISTRICT,DUNKIRK,NY ,2,Yes,No,No,No
3627810,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),SPRING VALLEY,NY ,2,Yes,No,No,No
3600003,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,HERMON,NY ,2,No,Yes,No,No
3610500,ELLENVILLE CENTRAL SCHOOL DISTRICT,ELLENVILLE,NY ,2,Yes,No,No,No
3610560,ELMIRA CITY SCHOOL DISTRICT,ELMIRA,NY ,2,Yes,No,No,No
3616560,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),ANGOLA,NY ,2,No,No,Yes,No
3610950,FALLSBURG CENTRAL SCHOOL DISTRICT,FALLSBURG,NY ,2,Yes,No,No,No
3611070,FILLMORE CENTRAL SCHOOL DISTRICT,FILLMORE,NY ,2,Yes,Yes,No,No
3611370,FORT PLAIN CENTRAL SCHOOL DISTRICT,FORT PLAIN,NY ,2,Yes,No,No,No
3611430,FRANKLIN CENTRAL SCHOOL DISTRICT,FRANKLIN,NY ,2,Yes,No,No,No
3611640,FRIENDSHIP CENTRAL SCHOOL DISTRICT,FRIENDSHIP,NY ,2,Yes,No,No,No
3611700,FULTON CITY SCHOOL DISTRICT,FULTON,NY ,2,Yes,No,No,No
3600017,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,BELMONT,NY ,2,Yes,No,No,No
3612120,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,GILBOA,NY ,2,Yes,Yes,No,No
3602310,GLENS FALLS COMMON SCHOOL DISTRICT,GLENS FALLS,NY ,2,Yes,No,No,No
3612270,GLOVERSVILLE CITY SCHOOL DISTRICT,GLOVERSVILLE,NY ,2,Yes,No,No,No
3612360,GOUVERNEUR CENTRAL SCHOOL DISTRICT,GOUVERNEUR,NY ,2,Yes,No,No,No
3612390,GOWANDA CENTRAL SCHOOL DISTRICT,GOWANDA,NY ,2,No,No,Yes,No
3612450,GRANVILLE CENTRAL SCHOOL DISTRICT,GRANVILLE,NY ,2,Yes,No,No,No
3613440,HAMMOND CENTRAL SCHOOL DISTRICT,HAMMOND,NY ,2,Yes,No,No,No
3613560,HANCOCK CENTRAL SCHOOL DISTRICT,HANCOCK,NY ,2,Yes,No,No,No
3613590,HANNIBAL CENTRAL SCHOOL DISTRICT,HANNIBAL,NY ,2,Yes,No,No,No
3614130,HEMPSTEAD UNION FREE SCHOOL DISTRICT,HEMPSTEAD,NY ,2,Yes,No,No,No
3614220,HERKIMER CENTRAL SCHOOL DISTRICT,HERKIMER,NY ,2,Yes,No,No,No
3614940,HUDSON CITY SCHOOL DISTRICT,HUDSON,NY ,2,Yes,No,No,No
