state_postal_code,state_fips_code,district_id,name,estimated_5_to_17_population,estimated_5_to_17_poverty_population,poverty_rate
FL,12,01860,Taylor County School District,"3,201",869,27.15
FL,12,01890,Union County School District,"2,524",568,22.50
FL,12,01920,Volusia County School District,"74,067","13,298",17.95
FL,12,01950,Wakulla County School District,"5,450",835,15.32
FL,12,01980,Walton County School District,"12,205","2,094",17.16
FL,12,02010,Washington County School District,"3,731","1,012",27.12
GA,13,00060,Appling County School District,"3,401",869,25.55
GA,13,00090,Atkinson County School District,"1,581",560,35.42
GA,13,00120,Atlanta City School District,"60,515","16,112",26.62
GA,13,00150,Bacon County School District,"2,074",679,32.74
GA,13,00180,Baker County School District,407,161,39.56
GA,13,00210,Baldwin County School District,"6,075","1,606",26.44
GA,13,00240,Banks County School District,"2,922",530,18.14
GA,13,00290,Barrow County School District,"16,696","2,175",13.03
GA,13,00330,Bartow County School District,"15,390","2,513",16.33
GA,13,00360,Ben Hill County School District,"3,182","1,011",31.77
GA,13,00390,Berrien County School District,"3,241",843,26.01
GA,13,00420,Bibb County School District,"27,910","10,134",36.31
GA,13,00440,Bleckley County School District,"1,880",472,25.11
GA,13,00480,Brantley County School District,"3,163",805,25.45
GA,13,00510,Bremen City School District,"1,569",165,10.52
GA,13,00540,Brooks County School District,"2,652",907,34.20
GA,13,00570,Bryan County School District,"10,517","1,088",10.35
GA,13,00600,Buford City School District,"3,922",529,13.49
GA,13,00630,Bulloch County School District,"11,916","2,795",23.46
GA,13,00660,Burke County School District,"4,622","1,297",28.06
GA,13,00690,Butts County School District,"3,909",779,19.93
GA,13,00720,Calhoun City School District,"3,002",513,17.09
GA,13,00750,Calhoun County School District,666,241,36.19
GA,13,00780,Camden County School District,"9,776","1,600",16.37
GA,13,00810,Candler County School District,"2,149",672,31.27
GA,13,00840,Carroll County School District,"17,144","3,074",17.93
GA,13,00870,Carrollton City School District,"3,970",885,22.29
GA,13,00900,Cartersville City School District,"4,022",700,17.40
GA,13,00930,Catoosa County School District,"11,833","1,846",15.60
GA,13,00990,Charlton County School District,"1,749",529,30.25
GA,13,01020,Chatham County School District,"44,171","10,539",23.86
GA,13,01050,Chattahoochee County School District,561,173,30.84
GA,13,01080,Chattooga County School District,"3,630",994,27.38
GA,13,01110,Cherokee County School District,"48,816","4,294",8.80
GA,13,01140,Chickamauga City School District,568,78,13.73
GA,13,01170,Clarke County School District,"15,588","3,797",24.36
GA,13,01200,Clay County School District,436,156,35.78
GA,13,01230,Clayton County School District,"60,236","16,187",26.87
GA,13,01260,Clinch County School District,"1,256",355,28.26
GA,13,01290,Cobb County School District,"122,383","13,190",10.78
GA,13,01350,Coffee County School District,"7,706","2,682",34.80
GA,13,01380,Colquitt County School District,"8,780","2,247",25.59
GA,13,01410,Columbia County School District,"30,561","2,634",8.62
GA,13,01440,Commerce City School District,"1,368",275,20.10
GA,13,01470,Cook County School District,"3,347",908,27.13
GA,13,01500,Coweta County School District,"26,722","3,101",11.60
GA,13,01530,Crawford County School District,"1,922",443,23.05
GA,13,01560,Crisp County School District,"3,572","1,274",35.67
GA,13,01590,Dade County School District,"2,398",386,16.10
GA,13,01620,Dalton City School District,"6,627","1,252",18.89
GA,13,01650,Dawson County School District,"4,210",548,13.02
GA,13,01740,DeKalb County School District,"112,662","26,648",23.65
GA,13,01680,Decatur City School District,"4,979",273,5.48
GA,13,01710,Decatur County School District,"5,135","1,825",35.54
GA,13,01770,Dodge County School District,"2,829",861,30.43
GA,13,01800,Dooly County School District,"1,301",410,31.51
GA,13,01830,Dougherty School District,"14,680","5,578",38.00
GA,13,01860,Douglas County School District,"28,439","5,553",19.53
GA,13,01870,Dublin City School District,"2,922","1,172",40.11
GA,13,01920,Early County School District,"1,942",784,40.37
GA,13,01950,Echols County School District,749,223,29.77
GA,13,01980,Effingham County School District,"13,441","1,536",11.43
GA,13,02010,Elbert County School District,"3,250",945,29.08
GA,13,02040,Emanuel County School District,"4,255","1,247",29.31
GA,13,02070,Evans County School District,"2,122",711,33.51
GA,13,02100,Fannin County School District,"3,129",663,21.19
GA,13,02130,Fayette County School District,"22,300","1,637",7.34
GA,13,02190,Floyd County School District,"10,157","2,008",19.77
GA,13,02220,Forsyth County School District,"54,049","2,783",5.15
GA,13,00002,Fort Benning Schools,"2,297",134,5.83
GA,13,00003,Fort Stewart School District,"1,635",168,10.28
GA,13,02250,Franklin County School District,"3,889",916,23.55
GA,13,02280,Fulton County School District,"110,236","16,063",14.57
GA,13,02310,Gainesville City School District,"7,453","1,434",19.24
GA,13,02340,Gilmer County School District,"4,373",936,21.40
GA,13,02370,Glascock County School District,467,84,17.99
GA,13,02400,Glynn County School District,"13,369","3,332",24.92
GA,13,02430,Gordon County School District,"7,345","1,190",16.20
GA,13,02460,Grady County School District,"4,781","1,384",28.95
GA,13,02490,Greene County School District,"2,640",631,23.90
GA,13,02550,Gwinnett County School District,"191,671","28,625",14.93
GA,13,02580,Habersham County School District,"7,796","1,379",17.69
GA,13,02610,Hall County School District,"29,409","3,773",12.83
GA,13,02640,Hancock County School District,"1,010",398,39.41
GA,13,02670,Haralson County School District,"3,921",856,21.83
GA,13,02700,Harris County School District,"6,058",539,8.90
GA,13,02730,Hart County School District,"4,080",935,22.92
GA,13,02790,Heard County School District,"2,031",498,24.52
GA,13,02820,Henry County School District,"47,915","5,846",12.20
GA,13,02880,Houston County School District,"32,402","5,063",15.63
GA,13,02910,Irwin County School District,"1,466",417,28.44
GA,13,02940,Jackson County School District,"10,623","1,389",13.08
GA,13,02970,Jasper County School District,"2,705",524,19.37
GA,13,03000,Jeff Davis County School District,"2,935",817,27.84
GA,13,03030,Jefferson City School District,"3,340",259,7.75
GA,13,03060,Jefferson County School District,"2,684",816,30.40
GA,13,03090,Jenkins County School District,"1,265",440,34.78
GA,13,03120,Johnson County School District,"1,195",372,31.13
GA,13,03150,Jones County School District,"5,098",825,16.18
GA,13,03210,Lamar County School District,"2,957",636,21.51
GA,13,03240,Lanier County School District,"1,751",525,29.98
GA,13,01890,Laurens County School District,"6,186","1,513",24.46
GA,13,03270,Lee County School District,"6,750",885,13.11
GA,13,03300,Liberty County School District,"10,525","2,858",27.15
GA,13,03330,Lincoln County School District,"1,093",285,26.08
GA,13,03360,Long County School District,"3,459",717,20.73
GA,13,03390,Lowndes County School District,"12,373","2,871",23.20
GA,13,03420,Lumpkin County School District,"4,420",694,15.70
GA,13,03450,Macon County School District,"1,640",597,36.40
GA,13,03480,Madison County School District,"5,338","1,162",21.77
GA,13,03510,Marietta City School District,"8,414","1,396",16.59
GA,13,03540,Marion County School District,"1,121",340,30.33
GA,13,03570,McDuffie County School District,"4,046","1,178",29.12
GA,13,03600,McIntosh County School District,"1,239",415,33.49
GA,13,03630,Meriwether County School District,"3,177","1,133",35.66
GA,13,03660,Miller County School District,996,311,31.22
GA,13,03690,Mitchell County School District,"2,954",941,31.86
GA,13,03720,Monroe County School District,"4,559",727,15.95
GA,13,03750,Montgomery County School District,"1,290",342,26.51
GA,13,03780,Morgan County School District,"3,479",581,16.70
GA,13,03840,Murray County School District,"7,116","1,513",21.26
GA,13,03870,Muscogee County School District,"35,336","10,727",30.36
GA,13,03930,Newton County School District,"22,539","4,524",20.07
GA,13,03960,Oconee County School District,"9,105",499,5.48
GA,13,03990,Oglethorpe County School District,"2,363",401,16.97
GA,13,04020,Paulding County School District,"34,038","3,600",10.58
GA,13,04050,Peach County School District,"4,312","1,244",28.85
GA,13,04080,Pelham City School District,674,234,34.72
GA,13,04110,Pickens County School District,"4,938",763,15.45
GA,13,04140,Pierce County School District,"3,652",806,22.07
GA,13,04170,Pike County School District,"3,505",407,11.61
GA,13,04200,Polk County School District,"8,176","1,968",24.07
GA,13,04220,Pulaski County School District,"1,339",361,26.96
GA,13,04260,Putnam County School District,"3,275",786,24.00
GA,13,04290,Quitman County School District,282,118,41.84
GA,13,04320,Rabun County School District,"2,061",418,20.28
GA,13,04350,Randolph County School District,992,356,35.89
GA,13,04380,Richmond County School District,"33,353","10,517",31.53
GA,13,04410,Rockdale County School District,"17,541","3,479",19.83
GA,13,04440,Rome City School District,"6,755","1,963",29.06
GA,13,04470,Schley County School District,821,173,21.07
GA,13,04500,Screven County School District,"2,136",639,29.92
GA,13,04530,Seminole County School District,"1,397",470,33.64
GA,13,04540,Social Circle City School District,"1,010",183,18.12
GA,13,02520,Spalding County School District,"11,550","4,104",35.53
GA,13,04560,Stephens County School District,"4,444",996,22.41
GA,13,04590,Stewart County School District,423,152,35.93
GA,13,04620,Sumter County School District,"4,926","1,861",37.78
GA,13,04650,Talbot County School District,696,272,39.08
GA,13,04680,Taliaferro County School District,192,69,35.94
GA,13,04770,Tattnall County School District,"3,535","1,068",30.21
GA,13,04800,Taylor County School District,"1,177",383,32.54
GA,13,04830,Telfair County School District,"1,465",522,35.63
GA,13,04860,Terrell County School District,"1,503",584,38.86
GA,13,04890,Thomas County School District,"4,831","1,173",24.28
GA,13,04950,Thomasville City School District,"3,347","1,016",30.36
GA,13,04980,Tift County School District,"7,496","2,187",29.18
GA,13,05040,Toombs County School District,"3,197",988,30.90
GA,13,05070,Towns County School District,"1,159",245,21.14
GA,13,05100,Treutlen County School District,"1,111",343,30.87
GA,13,05130,Trion City School District,428,114,26.64
GA,13,00001,Troup County School District,"12,532","3,063",24.44
GA,13,05190,Turner County School District,"1,637",601,36.71
GA,13,05220,Twiggs County School District,"1,126",344,30.55
GA,13,05250,Union County School District,"3,024",584,19.31
GA,13,05280,Upson County School District,"4,679","1,332",28.47
GA,13,05310,Valdosta City School District,"8,803","3,925",44.59
GA,13,05340,Vidalia City School District,"2,060",700,33.98
GA,13,05370,Walker County School District,"10,431","2,015",19.32
GA,13,05390,Walton County School District,"17,227","2,353",13.66
GA,13,05430,Ware County School District,"6,573","2,233",33.97
GA,13,05460,Warren County School District,780,304,38.97
GA,13,05490,Washington County School District,"3,267",964,29.51
GA,13,05550,Wayne County School District,"5,485","1,690",30.81
GA,13,05580,Webster County School District,321,99,30.84
GA,13,05640,Wheeler County School District,899,291,32.37
GA,13,05670,White County School District,"4,236",784,18.51
GA,13,05700,Whitfield County School District,"13,188","2,230",16.91
GA,13,05730,Wilcox County School District,"1,265",398,31.46
GA,13,05760,Wilkes County School District,"1,480",469,31.69
GA,13,05790,Wilkinson County School District,"1,465",428,29.22
GA,13,05850,Worth County School District,"3,403","1,077",31.65
HI,15,00030,Hawaii Department of Education,"221,614","26,809",12.10
ID,16,00030,Aberdeen School District 58,832,123,14.78
ID,16,00060,American Falls Joint School District 381,"1,678",246,14.66
ID,16,00090,Arbon Elementary School District 383,37,3,8.11
ID,16,00150,Avery School District 394,43,5,11.63
ID,16,00180,Basin School District 72,479,75,15.66
ID,16,00240,Bear Lake County School District 33,"1,273",155,12.18
ID,16,00270,Blackfoot School District 55,"5,065",690,13.62
ID,16,00300,Blaine County School District 61,"3,904",272,6.97
ID,16,00330,Bliss Joint School District 234,197,27,13.71
ID,16,00360,Boise City Independent School District 1,"31,273","2,982",9.54
ID,16,00930,Bonneville Joint School District 93,"15,323","1,364",8.90
ID,16,00420,Boundary County School District 101,"2,161",381,17.63
ID,16,00450,Bruneau-Grand View Joint School District 365,431,66,15.31
ID,16,00480,Buhl Joint School District 412,"1,806",217,12.02
ID,16,00490,Butte County Joint School District 111,471,87,18.47
ID,16,00510,Caldwell School District 132,"7,474","1,142",15.28
ID,16,00540,Camas County School District 121,203,22,10.84
ID,16,00570,Cambridge Joint School District 432,188,39,20.74
ID,16,00630,Cascade School District 422,273,43,15.75
ID,16,00660,Cassia County Joint School District 151,"5,681",711,12.52
ID,16,00690,Castleford School District 417,280,52,18.57
ID,16,00720,Challis Joint School District 181,363,69,19.01
ID,16,00750,Clark County School District 161,128,26,20.31
ID,16,00780,Coeur d'Alene School District 271,"14,479","1,321",9.12
ID,16,00810,Cottonwood Joint School District 242,422,42,9.95
ID,16,00840,Council School District 13,296,58,19.59
ID,16,00870,Culdesac Joint School District 342,125,27,21.60
ID,16,00900,Dietrich School District 314,166,32,19.28
ID,16,01020,Emmett Independent School District 221,"3,346",462,13.81
ID,16,01050,Filer School District 413,"1,883",168,8.92
ID,16,01080,Firth School District 59,990,103,10.40
ID,16,01110,Fremont County Joint School District 215,"2,179",313,14.36
ID,16,01140,Fruitland School District 373,"2,069",202,9.76
ID,16,01170,Garden Valley School District 71,288,36,12.50
ID,16,01200,Genesee Joint School District 282,397,31,7.81
ID,16,01230,Glenns Ferry Joint School District 192,469,89,18.98
ID,16,01260,Gooding Joint School District 231,"1,433",192,13.40
ID,16,01290,Grace Joint School District 148,518,71,13.71
ID,16,01380,Hagerman Joint School District 233,401,41,10.22
ID,16,01410,Hansen School District 415,412,92,22.33
ID,16,01440,Highland Joint School District 305,243,40,16.46
ID,16,01470,Homedale Joint School District 370,"1,294",214,16.54
ID,16,01500,Horseshoe Bend School District 73,218,29,13.30
ID,16,01530,Idaho Falls School District 91,"13,240","1,592",12.02
ID,16,01570,Jefferson County Joint School District 251,"7,037",551,7.83
ID,16,01590,Jerome Joint School District 261,"4,841",728,15.04
ID,16,01620,Kamiah Joint School District 304,592,143,24.16
ID,16,01650,Kellogg Joint School District 391,"1,364",270,19.79
ID,16,01680,Kendrick Joint School District 283,259,38,14.67
ID,16,01710,Kimberly School District 414,"2,321",215,9.26
ID,16,01740,Kootenai Joint School District 274,297,28,9.43
ID,16,01770,Kuna Joint School District 3,"7,615",566,7.43
ID,16,00002,Lake Pend Oreille School District 84,"5,375",758,14.10
ID,16,01800,Lakeland Joint School District 272,"6,258",621,9.92
